Filename,Predictions
bird/7506.png,deer
bird/7509.png,monkey
bird/7512.png,car
bird/7557.png,dog
bird/7576.png,dog
bird/7582.png,airplane
bird/7605.png,airplane
bird/7607.png,monkey
bird/7620.png,deer
bird/7626.png,car
bird/7639.png,deer
bird/7653.png,deer
bird/7677.png,monkey
bird/7718.png,dog
bird/7721.png,deer
bird/7725.png,monkey
bird/7727.png,deer
bird/7729.png,deer
bird/7740.png,airplane
bird/7742.png,monkey
bird/7758.png,horse
bird/7761.png,deer
bird/7800.png,car
bird/7803.png,deer
bird/7805.png,airplane
bird/7813.png,horse
bird/7824.png,airplane
bird/7839.png,monkey
bird/7844.png,horse
bird/7851.png,deer
bird/7874.png,deer
bird/7883.png,bird
bird/7885.png,monkey
bird/7887.png,monkey
bird/7906.png,deer
bird/7947.png,monkey
bird/7955.png,horse
bird/7961.png,dog
bird/7988.png,airplane
car/3007.png,car
car/3016.png,car
car/3018.png,car
car/3020.png,car
car/3024.png,car
car/3036.png,car
car/3041.png,car
car/3048.png,ship
car/3052.png,car
car/3066.png,car
car/3067.png,car
car/3075.png,horse
car/3085.png,deer
car/3101.png,car
car/3105.png,car
car/3112.png,car
car/3125.png,monkey
car/3131.png,car
car/3132.png,dog
car/3133.png,horse
car/3139.png,car
car/3152.png,car
car/3156.png,car
car/3163.png,car
car/3186.png,car
car/3187.png,truck
car/3198.png,truck
car/3211.png,ship
car/3219.png,truck
car/3225.png,car
car/3229.png,deer
car/3241.png,truck
car/3242.png,horse
car/3260.png,car
car/3262.png,car
car/3265.png,airplane
car/3268.png,car
car/3301.png,car
car/3304.png,car
car/3309.png,car
car/3310.png,car
car/3312.png,car
car/3316.png,car
car/3330.png,car
car/3331.png,truck
car/3332.png,car
car/3337.png,car
car/3349.png,car
car/3360.png,car
car/3362.png,car
car/3363.png,car
car/3381.png,car
car/3398.png,car
car/3408.png,car
car/3422.png,car
car/3425.png,car
car/3426.png,car
car/3430.png,car
car/3454.png,car
car/3485.png,car
car/3522.png,car
car/3526.png,car
car/3531.png,truck
car/3534.png,car
car/3535.png,car
car/3554.png,car
car/3565.png,car
car/3570.png,car
car/3572.png,car
car/3582.png,car
car/3591.png,car
car/3595.png,car
car/3597.png,horse
car/3600.png,car
car/3602.png,deer
car/3635.png,car
car/3641.png,car
car/3647.png,car
car/3676.png,horse
car/3699.png,truck
car/3704.png,car
car/3716.png,ship
car/3719.png,car
car/3728.png,car
car/3732.png,dog
car/3735.png,car
car/3749.png,truck
car/3750.png,car
car/3755.png,horse
car/3761.png,truck
car/3762.png,truck
car/3764.png,car
car/3793.png,car
car/3805.png,car
car/3806.png,car
car/3813.png,car
car/3817.png,truck
car/3820.png,car
car/3827.png,car
car/3855.png,deer
car/3856.png,car
car/3859.png,car
car/3875.png,car
car/3887.png,car
car/3888.png,ship
car/3916.png,car
car/3925.png,car
car/3927.png,car
car/3934.png,car
car/3941.png,truck
car/3944.png,car
car/3968.png,ship
car/4000.png,airplane
car/4005.png,car
car/4016.png,car
car/4020.png,bird
car/4028.png,ship
car/4041.png,car
car/4044.png,car
car/4065.png,car
car/4079.png,deer
car/4098.png,car
car/4099.png,car
car/4102.png,ship
car/4104.png,horse
car/4109.png,horse
car/4122.png,monkey
car/4125.png,car
car/4134.png,truck
car/4137.png,horse
car/4147.png,car
car/4150.png,car
car/4181.png,truck
car/4183.png,car
car/4194.png,car
car/4201.png,horse
car/4208.png,car
car/4217.png,car
car/4220.png,car
car/4260.png,car
car/4266.png,car
car/4281.png,horse
car/4292.png,car
car/4293.png,horse
car/4300.png,horse
car/4304.png,car
car/4305.png,car
car/4310.png,car
car/4316.png,truck
car/4334.png,car
car/4339.png,deer
car/4359.png,car
car/4363.png,car
car/4365.png,dog
car/4366.png,car
car/4389.png,car
car/4390.png,deer
car/4396.png,car
car/4406.png,car
car/4408.png,horse
car/4418.png,monkey
car/4428.png,deer
car/4437.png,car
car/4439.png,car
car/4440.png,car
car/4443.png,car
car/4446.png,car
car/4465.png,truck
car/4479.png,deer
car/4509.png,car
car/4512.png,deer
car/4521.png,car
car/4538.png,car
car/4545.png,car
car/4548.png,car
car/4555.png,car
car/4587.png,car
car/4589.png,car
car/4595.png,truck
car/4605.png,car
car/4606.png,truck
car/4623.png,car
car/4644.png,bird
car/4682.png,car
car/4686.png,car
car/4696.png,bird
car/4700.png,car
car/4701.png,car
car/4707.png,car
car/4712.png,truck
car/4713.png,car
car/4714.png,car
car/4735.png,car
car/4766.png,car
car/4786.png,car
car/4794.png,car
car/4815.png,car
car/4829.png,car
car/4840.png,car
car/4852.png,horse
car/4868.png,car
car/4877.png,car
car/4886.png,car
car/4889.png,horse
car/4904.png,car
car/4913.png,car
car/4921.png,truck
car/4936.png,car
car/4937.png,truck
car/4938.png,car
car/4958.png,truck
car/4960.png,car
car/4969.png,car
car/4973.png,cat
car/4974.png,car
car/5002.png,car
car/5004.png,car
car/5011.png,car
car/5015.png,car
car/5028.png,car
car/5030.png,car
car/5043.png,car
car/5052.png,car
car/5065.png,car
car/5080.png,ship
car/5099.png,car
car/5150.png,car
car/5173.png,car
car/5177.png,car
car/5183.png,ship
car/5193.png,car
car/5198.png,car
car/5203.png,car
car/5215.png,car
car/5218.png,car
car/5224.png,car
car/5237.png,truck
car/5239.png,airplane
car/5245.png,car
